id,title,description,genre,amazon link
40611510,The Last Lecture,"A lot of professors give talks titled 'The Last Lecture'. Professors are asked to consider their demise and to ruminate on what matters most to them: What wisdom would we impart to the world if we knew it was our last chance? If we had to vanish tomorrow, what would we want as our legacy? When Randy Pausch, a computer science professor at Carnegie Mellon, was asked to give  A lot of professors give talks titled 'The Last Lecture'. Professors are asked to consider their demise and to ruminate on what matters most to them: What wisdom would we impart to the world if we knew it was our last chance? If we had to vanish tomorrow, what would we want as our legacy? When Randy Pausch, a computer science professor at Carnegie Mellon, was asked to give such a lecture, he didn't have to imagine it as his last, since he had recently been diagnosed with terminal cancer. But the lecture he gave, 'Really Achieving Your Childhood Dreams', wasn't about dying. It was about the importance of overcoming obstacles, of enabling the dreams of others, of seizing every moment (because time is all you have and you may find one day that you have less than you think). It was a summation of everything Randy had come to believe. It was about living. In this book, Randy Pausch has combined the humour, inspiration, and intelligence that made his lecture such a phenomenon and given it an indelible form. It is a book that will be shared for generations to come.",Nonfiction ,https://www.goodreads.com//book_link/follow/1?book_id=40611510&source=dropdown
92303,The Importance of Being Earnest,"Oscar Wilde's madcap farce about mistaken identities, secret engagements, and lovers entanglements still delights readers more than a century after its 1895 publication and premiere performance. The rapid-fire wit and eccentric characters of The Importance of Being Earnest have made it a mainstay of the high school curriculum for decades. Cecily Cardew and Gwendolen Fairfax Oscar Wilde's madcap farce about mistaken identities, secret engagements, and lovers entanglements still delights readers more than a century after its 1895 publication and premiere performance. The rapid-fire wit and eccentric characters of The Importance of Being Earnest have made it a mainstay of the high school curriculum for decades. Cecily Cardew and Gwendolen Fairfax are both in love with the same mythical suitor. Jack Worthing has wooed Gwendolen as Ernest while Algernon has also posed as Ernest to win the heart of Jack's ward, Cecily. When all four arrive at Jack's country home on the same weekend the ""rivals"" to fight for Ernest's undivided attention and the ""Ernests"" to claim their beloveds pandemonium breaks loose. Only a senile nursemaid and an old, discarded hand-bag can save the day! This Prestwick House Literary Touchstone Edition includes a glossary and reader's notes to help the modern reader appreciate Wilde's wry wit and elaborate plot twists.",Classics ,https://www.goodreads.com//book_link/follow/17439?book_id=92303&source=dropdown
50,Hatchet,"Brian is on his way to Canada to visit his estranged father when the pilot of his small prop plane suffers a heart attack. Brian is forced to crash-land the plane in a lake--and finds himself stranded in the remote Canadian wilderness with only his clothing and the hatchet his mother gave him as a present before his departure.  Brian had been distraught over his parents' im Brian is on his way to Canada to visit his estranged father when the pilot of his small prop plane suffers a heart attack. Brian is forced to crash-land the plane in a lake--and finds himself stranded in the remote Canadian wilderness with only his clothing and the hatchet his mother gave him as a present before his departure.  Brian had been distraught over his parents' impending divorce and the secret he carries about his mother, but now he is truly desolate and alone. Exhausted, terrified, and hungry, Brian struggles to find food and make a shelter for himself. He has no special knowledge of the woods, and he must find a new kind of awareness and patience as he meets each day's challenges. Is the water safe to drink? Are the berries he finds poisonous?  Slowly, Brian learns to turn adversity to his advantage--an invading porcupine unexpectedly shows him how to make fire, a devastating tornado shows him how to retrieve supplies from the submerged airplane. Most of all, Brian leaves behind the self-pity he has felt about his predicament as he summons the courage to stay alive.  A story of survival and of transformation, this riveting book has sparked many a reader's interest in venturing into the wild.",Young Adult ,https://www.goodreads.com//book_link/follow/17439?book_id=50&source=dropdown
32929,Goodnight Moon,"In a great green room, tucked away in bed, is a little bunny. ""Goodnight room, goodnight moon."" And to all the familiar things in the softly lit room -- to the picture of the three little bears sitting on chairs, to the clocks and his socks, to the mittens and the kittens, to everything one by one -- the little bunny says goodnight. In this classic of children's literature, In a great green room, tucked away in bed, is a little bunny. ""Goodnight room, goodnight moon."" And to all the familiar things in the softly lit room -- to the picture of the three little bears sitting on chairs, to the clocks and his socks, to the mittens and the kittens, to everything one by one -- the little bunny says goodnight. In this classic of children's literature, beloved by generations of readers and listeners, the quiet poetry of the words and the gentle, lulling illustrations combine to make a perfect book for the end of the day.",Childrens ,https://www.goodreads.com//book_link/follow/17439?book_id=32929&source=dropdown
70897,The Secret History,"Under the influence of their charismatic classics professor, a group of clever, eccentric misfits at an elite New England college discover a way of thinking and living that is a world away from the humdrum existence of their contemporaries. But when they go beyond the boundaries of normal morality their lives are changed profoundly and for ever. Truly deserving of the accol Under the influence of their charismatic classics professor, a group of clever, eccentric misfits at an elite New England college discover a way of thinking and living that is a world away from the humdrum existence of their contemporaries. But when they go beyond the boundaries of normal morality their lives are changed profoundly and for ever. Truly deserving of the accolade Modern Classic, Donna Tartt's cult bestseller   is a remarkable achievement - both compelling and elegant, dramatic and playful.",Fiction ,https://www.goodreads.com//book_link/follow/17439?book_id=70897&source=dropdown
18107677,E l'eco rispose,"Sulla strada che dal piccolo villaggio di Shadbagh porta a Kabul, viaggiano un padre e due bambini. Sono a piedi e il loro unico mezzo di trasporto Ã¨ un carretto rosso, su cui Sabur, il padre, ha caricato la figlia di tre anni, Pari. Sabur ha cercato in molti modi di rimandare a casa il figlio, Abdullah, senza riuscirci. Il legame tra i due fratelli Ã¨ troppo forte perchÃ© i Sulla strada che dal piccolo villaggio di Shadbagh porta a Kabul, viaggiano un padre e due bambini. Sono a piedi e il loro unico mezzo di trasporto Ã¨ un carretto rosso, su cui Sabur, il padre, ha caricato la figlia di tre anni, Pari. Sabur ha cercato in molti modi di rimandare a casa il figlio, Abdullah, senza riuscirci. Il legame tra i due fratelli Ã¨ troppo forte perchÃ© il ragazzino si lasci scoraggiare. Ha deciso che li accompagnerÃ  a Kabul e niente potrÃ  fargli cambiare idea, anche perchÃ© c'Ã¨ qualcosa che lo turba in quel viaggio, qualcosa di non detto e di vagamente minaccioso di cui non sa darsi ragione. CiÃ² che avviene al loro arrivo Ã¨ una lacerazione che segnerÃ  le loro vite per sempre. Attraverso generazioni e continenti, in un percorso che ci porta da Kabul a Parigi, da San Francisco all'isola greca di Tinos, Khaled Hosseini esplora con grande profonditÃ  i molti modi in cui le persone amano, si feriscono, si tradiscono e si sacrificano l'una per l'altra. Seguendo i suoi personaggi e le ramificazioni delle loro vite e delle loro scelte, la storia si snoda in un quadro sempre piÃ¹ ampio e carico di emozioni da cui il lettore resta totalmente catturato. Un grande romanzo che si inserisce perfettamente nel solco giÃ  tracciato dai suoi romanzi precedenti,   e  .",Fiction ,https://www.goodreads.com//book_link/follow/17439?book_id=18107677&source=dropdown
50398,Northanger Abbey,"Jane Austen's first novelâpublished posthumously in 1818âtells the story of Catherine Morland and her dangerously sweet nature, innocence, and sometime self-delusion. Though Austen's fallible heroine is repeatedly drawn into scrapes while vacationing at Bath and during her subsequent visit to Northanger Abbey, Catherine eventually triumphs, blossoming into a discerning wom Jane Austen's first novelâpublished posthumously in 1818âtells the story of Catherine Morland and her dangerously sweet nature, innocence, and sometime self-delusion. Though Austen's fallible heroine is repeatedly drawn into scrapes while vacationing at Bath and during her subsequent visit to Northanger Abbey, Catherine eventually triumphs, blossoming into a discerning woman who learns truths about love, life, and the heady power of literature. The satirical novel pokes fun at the gothic novel while earnestly emphasizing caution to the female sex.",Classics ,https://www.goodreads.com//book_link/follow/17439?book_id=50398&source=dropdown
17927395,A Court of Mist and Fury,"Feyre survived Amarantha's clutches to return to the Spring Courtâbut at a steep cost. Though she now has the powers of the High Fae, her heart remains human, and it can't forget the terrible deeds she performed to save Tamlin's people. Nor has Feyre forgotten her bargain with Rhysand, High Lord of the feared Night Court. As Feyre navigates its dark web of politics, passion Feyre survived Amarantha's clutches to return to the Spring Courtâbut at a steep cost. Though she now has the powers of the High Fae, her heart remains human, and it can't forget the terrible deeds she performed to save Tamlin's people. Nor has Feyre forgotten her bargain with Rhysand, High Lord of the feared Night Court. As Feyre navigates its dark web of politics, passion, and dazzling power, a greater evil loomsâand she might be key to stopping it. But only if she can harness her harrowing gifts, heal her fractured soul, and decide how she wishes to shape her futureâand the future of a world cleaved in two. With more than a million copies sold of her beloved Throne of Glass series, Sarah J. Maas's masterful storytelling brings this second book in her seductive and action-packed series to new heights.",Fantasy ,https://www.goodreads.com//book_link/follow/17439?book_id=17927395&source=dropdown
7745,Fear and Loathing in Las Vegas," is the best chronicle of drug-soaked, addle-brained, rollicking good times ever committed to the printed page. It is also the tale of a long weekend road trip that has gone down in the annals of American pop culture as one of the strangest journeys ever undertaken.",Fiction ,https://www.goodreads.com//book_link/follow/1?book_id=7745&source=dropdown
2153405,Still Alice," is a compelling debut novel about a 50-year-old woman's sudden descent into early onset Alzheimer's disease, written by first-time author Lisa Genova, who holds a Ph. D in neuroscience from Harvard University.  Alice Howland, happily married with three grown children and a house on the Cape, is a celebrated Harvard professor at the height of her career when she   is a compelling debut novel about a 50-year-old woman's sudden descent into early onset Alzheimer's disease, written by first-time author Lisa Genova, who holds a Ph. D in neuroscience from Harvard University.  Alice Howland, happily married with three grown children and a house on the Cape, is a celebrated Harvard professor at the height of her career when she notices a forgetfulness creeping into her life. As confusion starts to cloud her thinking and her memory begins to fail her, she receives a devastating diagnosis: early onset Alzheimer's disease. Fiercely independent, Alice struggles to maintain her lifestyle and live in the moment, even as her sense of self is being stripped away. In turns heartbreaking, inspiring and terrifying, Still Alice captures in remarkable detail what's it's like to literally lose your mind...",Fiction ,https://www.goodreads.com//book_link/follow/17439?book_id=2153405&source=dropdown
2122,The Fountainhead,"The revolutionary literary vision that sowed the seeds of Objectivism, Ayn Rand's groundbreaking philosophy, and brought her immediate worldwide acclaim. This modern classic is the story of intransigent young architect Howard Roark, whose integrity was as unyielding as granite...of Dominique Francon, the exquisitely beautiful woman who loved Roark passionately, but married  The revolutionary literary vision that sowed the seeds of Objectivism, Ayn Rand's groundbreaking philosophy, and brought her immediate worldwide acclaim. This modern classic is the story of intransigent young architect Howard Roark, whose integrity was as unyielding as granite...of Dominique Francon, the exquisitely beautiful woman who loved Roark passionately, but married his worst enemy...and of the fanatic denunciation unleashed by an enraged society against a great creator. As fresh today as it was then, Randâs provocative novel presents one of the most challenging ideas in all of fictionâthat manâs ego is the fountainhead of human progress... âA writer of great power. She has a subtle and ingenious mind and the capacity of writing brilliantly, beautifully, bitterly...This is the only novel of ideas written by an American woman that I can recall.ââThe New York Times",Fiction ,https://www.goodreads.com//book_link/follow/1?book_id=2122&source=dropdown
2459785,In the Woods,"A gorgeously written novel that marks the debut of an astonishing new voice in psychological suspense. As dusk approaches a small Dublin suburb in the summer of 1984, mothers begin to call their children home. But on this warm evening, three children do not return from the dark and silent woods. When the police arrive, they find only one of the children. He is gripping a tr A gorgeously written novel that marks the debut of an astonishing new voice in psychological suspense. As dusk approaches a small Dublin suburb in the summer of 1984, mothers begin to call their children home. But on this warm evening, three children do not return from the dark and silent woods. When the police arrive, they find only one of the children. He is gripping a tree trunk in terror, wearing blood-filled sneakers and unable to recall a single detail of the previous hours. Twenty years later, the found boy, Rob Ryan, is a detective on the Dublin Murder Squad and keeps his past a secret. But when a 12-year-old girl is found murdered in the same woods, he and Detective Cassie Maddox (his partner and closest friend) find themselves investigating a case chillingly similar to the previous unsolved mystery. Now, with only snippets of long-buried memories to guide him, Ryan has the chance to uncover both the mystery of the case before him and that of his own shadowy past.",Mystery ,https://www.goodreads.com//book_link/follow/17439?book_id=2459785&source=dropdown
4929,Kafka on the Shore,", a tour de force of metaphysical reality, is powered by two remarkable characters: a teenage boy, Kafka Tamura, who runs away from home either to escape a gruesome oedipal prophecy or to search for his long-missing mother and sister; and an aging simpleton called Nakata, who never recovered from a wartime affliction and now is drawn toward Kafka for reas , a tour de force of metaphysical reality, is powered by two remarkable characters: a teenage boy, Kafka Tamura, who runs away from home either to escape a gruesome oedipal prophecy or to search for his long-missing mother and sister; and an aging simpleton called Nakata, who never recovered from a wartime affliction and now is drawn toward Kafka for reasons that, like the most basic activities of daily life, he cannot fathom. Their odyssey, as mysterious to them as it is to us, is enriched throughout by vivid accomplices and mesmerizing events. Cats and people carry on conversations, a ghostlike pimp employs a Hegel-quoting prostitute, a forest harbors soldiers apparently unaged since World War II, and rainstorms of fish (and worse) fall from the sky. There is a brutal murder, with the identity of both victim and perpetrator a riddleâyet this, along with everything else, is eventually answered, just as the entwined destinies of Kafka and Nakata are gradually revealed, with one escaping his fate entirely and the other given a fresh start on his own.",Fiction ,https://www.goodreads.com//book_link/follow/17439?book_id=4929&source=dropdown
35504431,Turtles All the Way Down,"It all begins with a fugitive billionaire and the promise of a cash reward.   is about lifelong friendship, the intimacy of an unexpected reunion, Star Wars fan fiction, and tuatara. But at its heart is Aza Holmes, a young woman navigating daily existence within the ever-tightening spiral of her own thoughts. In his long-awaited return, John Green sha It all begins with a fugitive billionaire and the promise of a cash reward.   is about lifelong friendship, the intimacy of an unexpected reunion, Star Wars fan fiction, and tuatara. But at its heart is Aza Holmes, a young woman navigating daily existence within the ever-tightening spiral of her own thoughts. In his long-awaited return, John Green shares Aza's story with shattering, unflinching clarity.",Young Adult ,https://www.goodreads.com//book_link/follow/17439?book_id=35504431&source=dropdown
627206,The New Drawing on the Right Side of the Brain,"When   was first published in 1979, it hit the   bestseller list within two weeks and stayed there for more than a year. In 1989, when Dr. Betty Edwards revised the book, it went straight to the Times list again. Now Dr. Edwards celebrates the twentieth anniversary of her classic book with a second revised edition.Over the  When   was first published in 1979, it hit the   bestseller list within two weeks and stayed there for more than a year. In 1989, when Dr. Betty Edwards revised the book, it went straight to the Times list again. Now Dr. Edwards celebrates the twentieth anniversary of her classic book with a second revised edition.Over the last decade, Dr. Edwards has refined her material through teaching hundreds of workshops and seminars. Truly  , this edition includes: the very latest developments in brain research new material on using drawing techniques in the corporate world and in education instruction on self-expression through drawing an updated section on using color detailed information on using the five basic skills of drawing for problem solving",Art ,https://www.goodreads.com//book_link/follow/17439?book_id=627206&source=dropdown
13137,1st to Die,"James Patterson, bestselling author of the Alex Cross novels Along Came a Spider, Kiss the Girls, and Pop Goes the Weasel, offers the first of a new series dubbed The Women's Murder Club, featuring a four-woman team that occasionally works outside the system. None of the gritty darkness or frenzied action is lost in 1st to Die, although the female protagonists offer an eve James Patterson, bestselling author of the Alex Cross novels Along Came a Spider, Kiss the Girls, and Pop Goes the Weasel, offers the first of a new series dubbed The Women's Murder Club, featuring a four-woman team that occasionally works outside the system. None of the gritty darkness or frenzied action is lost in 1st to Die, although the female protagonists offer an even deeper emotional context to this suspense thriller. Inspector Lindsay Boxer of the San Francisco Police Department suddenly finds herself in the middle of two horrifying situations: The first is that she's just learned she has an often-fatal blood disease. The second is a double homicide case she is now heading up that involves the murder of newlyweds on their wedding night. Burdened with Chris Raleigh, a new partner reassigned from the mayor's office, Lindsay finds that she has too much to deal with and turns to her best friend, Claire, the head ME on the case. Claire offers helpful advice and human, friendly contact amid a job filled with violence, cruelty, and fear. Soon a fledgling newspaper reporter, Cindy, makes contact with Lindsay looking for a career-making story. Although Lindsay can't officially comment on the case, the two women form a rapport, and Cindy joins Lindsay and Claire for their weekly meeting. When a second pair of newlyweds is murdered, and later a third, the investigation leads to a prominent crime writer, Nicholas Jenks, who has a history of spousal abuse and a predilection for kinky, dangerous sex games. With the help of an understanding assistant D.A., Jill Bernhardt, Lindsay tries to make a case against Jenks, who even had an affair with one of the slain women. Eventually Jill joins the Murder Club, and the four ladies share private interdepartmental information in an effort to track and stop the killer before he strikes again. The major subplot -- Lindsay's facing up to her illness even while she learns to fall in love again -- carefully compensates for the novel's coarse scenes of brutality. Lindsay Boxer is't merely an obsessed cop trailing a maniac; she's also a terrified woman confronting the onslaught of disease. The story lines balance out to show us the true mettle of someone who puts the safety of others before her own. Again, Patterson's skill for producing furiously paced fiction are evident as the novel breezes by rapidly. The short chapters keep the narrative leaping with increasingly taut plot elements, but there's an emotional commitment that makes our protagonist even more amiable and involving. 1st to Die is a novel that works as an intense series of character portraits that will leave the reader touched and delighted. --Tom Piccirilli",Mystery ,https://www.goodreads.com//book_link/follow/17439?book_id=13137&source=dropdown
119073,The Name of the Rose,"The year is 1327. Benedictines in a wealthy Italian abbey are suspected of heresy, and Brother William of Baskerville arrives to investigate. When his delicate mission is suddenly overshadowed by seven bizarre deaths, Brother William turns detective. His tools are the logic of Aristotle, the theology of Aquinas, the empirical insights of Roger Baconâall sharpened to a glis The year is 1327. Benedictines in a wealthy Italian abbey are suspected of heresy, and Brother William of Baskerville arrives to investigate. When his delicate mission is suddenly overshadowed by seven bizarre deaths, Brother William turns detective. His tools are the logic of Aristotle, the theology of Aquinas, the empirical insights of Roger Baconâall sharpened to a glistening edge by wry humor and a ferocious curiosity. He collects evidence, deciphers secret symbols and coded manuscripts, and digs into the eerie labyrinth of the abbey, where âthe most interesting things happen at night.â",Fiction ,https://www.goodreads.com//book_link/follow/17439?book_id=119073&source=dropdown
6482837,Before I Fall,"For popular high school senior Samantha Kingston, February 12â""Cupid Day""âshould be one big party, a day of valentines and roses and the privileges that come with being at the top of the social pyramid. And it is â¦ until she dies in a terrible accident that night. However, she still wakes up the next morning. In fact, Sam lives the last day of her life seven times, until sh For popular high school senior Samantha Kingston, February 12â""Cupid Day""âshould be one big party, a day of valentines and roses and the privileges that come with being at the top of the social pyramid. And it is â¦ until she dies in a terrible accident that night. However, she still wakes up the next morning. In fact, Sam lives the last day of her life seven times, until she realizes that by making even the slightest changes, she may hold more power than she ever imagined.  is now a major motion picture Zoey Deutch, Halston Sage, and Kian Lawley. Named to numerous state reading lists, the novel was also recognized as a Best Book of the Year by Amazon.com, Barnes & Noble, The Daily Beast, NPR, and  .",Young Adult ,https://www.goodreads.com//book_link/follow/17439?book_id=6482837&source=dropdown
22232,Stargirl,"A celebration of nonconformity; a tense, emotional tale about the fleeting, cruel nature of popularity--and the thrill and inspiration of first love. Ages 12+ Leo Borlock follows the unspoken rule at Mica Area High School: don't stand out--under any circumstances! Then Stargirl arrives at Mica High and everything changes--for Leo and for the entire school. After 15 years of A celebration of nonconformity; a tense, emotional tale about the fleeting, cruel nature of popularity--and the thrill and inspiration of first love. Ages 12+ Leo Borlock follows the unspoken rule at Mica Area High School: don't stand out--under any circumstances! Then Stargirl arrives at Mica High and everything changes--for Leo and for the entire school. After 15 years of home schooling, Stargirl bursts into tenth grade in an explosion of color and a clatter of ukulele music, enchanting the Mica student body. But the delicate scales of popularity suddenly shift, and Stargirl is shunned for everything that makes her different. Somewhere in the midst of Stargirl's arrival and rise and fall, normal Leo Borlock has tumbled into love with her. In a celebration of nonconformity, Jerry Spinelli weaves a tense, emotional tale about the fleeting, cruel nature of popularity--and the thrill and inspiration of first love.",Young Adult ,https://www.goodreads.com//book_link/follow/17439?book_id=22232&source=dropdown
35959740,Circe,"In the house of Helios, god of the sun and mightiest of the Titans, a daughter is born. But Circe is a strange childânot powerful, like her father, nor viciously alluring like her mother. Turning to the world of mortals for companionship, she discovers that she does possess powerâthe power of witchcraft, which can transform rivals into monsters and menace the gods themselv In the house of Helios, god of the sun and mightiest of the Titans, a daughter is born. But Circe is a strange childânot powerful, like her father, nor viciously alluring like her mother. Turning to the world of mortals for companionship, she discovers that she does possess powerâthe power of witchcraft, which can transform rivals into monsters and menace the gods themselves. Threatened, Zeus banishes her to a deserted island, where she hones her occult craft, tames wild beasts and crosses paths with many of the most famous figures in all of mythology, including the Minotaur, Daedalus and his doomed son Icarus, the murderous Medea, and, of course, wily Odysseus. But there is danger, too, for a woman who stands alone, and Circe unwittingly draws the wrath of both men and gods, ultimately finding herself pitted against one of the most terrifying and vengeful of the Olympians. To protect what she loves most, Circe must summon all her strength and choose, once and for all, whether she belongs with the gods she is born from, or the mortals she has come to love.",Fantasy ,https://www.goodreads.com//book_link/follow/1?book_id=35959740&source=dropdown
3869,A Brief History of Time,"In the ten years since its publication in 1988, Stephen Hawking's classic work has become a landmark volume in scientific writing, with more than nine million copies in forty languages sold worldwide. That edition was on the cutting edge of what was then known about the origins and nature of the universe. But the intervening years have seen extraordinary advances in the te In the ten years since its publication in 1988, Stephen Hawking's classic work has become a landmark volume in scientific writing, with more than nine million copies in forty languages sold worldwide. That edition was on the cutting edge of what was then known about the origins and nature of the universe. But the intervening years have seen extraordinary advances in the technology of observing both the micro- and the macrocosmic worlds. These observations have confirmed many of Professor Hawking's theoretical predictions in the first edition of his book, including the recent discoveries of the Cosmic Background Explorer satellite (COBE), which probed back in time to within 300,000 years of the universe's beginning and revealed wrinkles in the fabric of space-time that he had projected. Eager to bring to his original text the new knowledge revealed by these observations, as well as his own recent research, Professor Hawking has prepared a new introduction to the book, written an entirely new chapter on wormholes and time travel, and updated the chapters throughout.",Science ,https://www.goodreads.com//book_link/follow/17439?book_id=3869&source=dropdown
2248573,Brisingr,"Oaths sworn... loyalties tested... forces collide. It's been only months since Eragon first uttered ""brisingr"", an ancient language term for fire. Since then, he's not only learned to create magic with words â he's been challenged to his very core. Following the colossal battle against the Empires warriors on the Burning Plains, Eragon and his dragon, Saphira, have narrowly Oaths sworn... loyalties tested... forces collide. It's been only months since Eragon first uttered ""brisingr"", an ancient language term for fire. Since then, he's not only learned to create magic with words â he's been challenged to his very core. Following the colossal battle against the Empires warriors on the Burning Plains, Eragon and his dragon, Saphira, have narrowly escaped with their lives. Still, there is more adventure at hand for the Rider and his dragon, as Eragon finds himself bound by a tangle of promises he may not be able to keep. First is Eragon's oath to his cousin, Roran: to help rescue Roran's beloved from King Galbatorix's clutches. But Eragon owes his loyalty to others, too. The Varden are in desperate need of his talents and strength â as are the elves and dwarves. When unrest claims the rebels and danger strikes from every corner, Eragon must make choices â choices that will take him across the Empire and beyond, choices that may lead to unimagined sacrifice. Eragon is the greatest hope to rid the land of tyranny. Can this once simple farm boy unite the rebel forces and defeat the king?",Fantasy ,https://www.goodreads.com//book_link/follow/17439?book_id=2248573&source=dropdown
5162,I Know This Much Is True,"Huge American bestselling novel that tells of identical twins: a paranoid schizophrenic and his brother whose life is dominated by his resentment of and love for his damaged twin Dominick Birdsey's whole existence is coloured by the knowledge that his twin brother can never be fully responsible for his frighteningbehaviour, while he himself has beaten the biochemical odds  Huge American bestselling novel that tells of identical twins: a paranoid schizophrenic and his brother whose life is dominated by his resentment of and love for his damaged twin Dominick Birdsey's whole existence is coloured by the knowledge that his twin brother can never be fully responsible for his frighteningbehaviour, while he himself has beaten the biochemical odds to remain sane. But at what cost?This powerful, heartwrenching drama draws on the deepest human emotions: the need to know oneself, responsibility to family, the influence of hidden history. The result is a highly acclaimed novel of survival, written with great sensitivity",Fiction ,https://www.goodreads.com//book_link/follow/17439?book_id=5162&source=dropdown
18122,The Amber Spyglass,"Will is the bearer of the knife. Now, accompanied by angels, his task is to deliver that powerful, dangerous weapon to Lord Asriel - by the command of his dying father. But how can he go looking for Lord Asriel when Lyra is gone? Only with her help can he fathom the myriad plots and intrigues that beset him.  The two great powers of the many worlds are lining up for war, and Will is the bearer of the knife. Now, accompanied by angels, his task is to deliver that powerful, dangerous weapon to Lord Asriel - by the command of his dying father. But how can he go looking for Lord Asriel when Lyra is gone? Only with her help can he fathom the myriad plots and intrigues that beset him.  The two great powers of the many worlds are lining up for war, and Will must find Lyra, for together they are on their way to battle, an inevitable journey that will even take them to the world of the dead...",Fantasy ,https://www.goodreads.com//book_link/follow/17439?book_id=18122&source=dropdown
40792344,Mere Christianity,"Mere Christianity is C.S. Lewis's forceful and accessible doctrine of Christian belief. First heard as informal radio broadcasts and then published as three separate books - The Case for Christianity, Christian Behavior, and Beyond Personality - Mere Christianity brings together what Lewis saw as the fundamental truths of the religion. Rejecting the boundaries that divide  Mere Christianity is C.S. Lewis's forceful and accessible doctrine of Christian belief. First heard as informal radio broadcasts and then published as three separate books - The Case for Christianity, Christian Behavior, and Beyond Personality - Mere Christianity brings together what Lewis saw as the fundamental truths of the religion. Rejecting the boundaries that divide Christianity's many denominations, C.S. Lewis finds a common ground on which all those who have Christian faith can stand together, proving that ""at the centre of each there is something, or a Someone, who against all divergences of belief, all differences of temperament, all memories of mutual persecution, speaks the same voice.""",Christian ,https://www.goodreads.com//book_link/follow/17439?book_id=40792344&source=dropdown
27161156,Hillbilly Elegy: A Memoir of a Family and Culture in Crisis,"From a former marine and Yale Law School graduate, a powerful account of growing up in a poor Rust Belt town that offers a broader, probing look at the struggles of Americaâs white working class  is a passionate and personal analysis of a culture in crisisâthat of white working-class Americans. The decline of this group, a demographic of our country that has  From a former marine and Yale Law School graduate, a powerful account of growing up in a poor Rust Belt town that offers a broader, probing look at the struggles of Americaâs white working class  is a passionate and personal analysis of a culture in crisisâthat of white working-class Americans. The decline of this group, a demographic of our country that has been slowly disintegrating over forty years, has been reported on with growing frequency and alarm, but has never before been written about as searingly from the inside. J. D. Vance tells the true story of what a social, regional, and class decline feels like when you were born with it hung around your neck. The Vance family story begins hopefully in postwar America. J. D.âs grandparents were âdirt poor and in love,â and moved north from Kentuckyâs Appalachia region to Ohio in the hopes of escaping the dreadful poverty around them. They raised a middle-class family, and eventually their grandchild (the author) would graduate from Yale Law School, a conventional marker of their success in achieving generational upward mobility. But as the family saga of   plays out, we learn that this is only the short, superficial version. Vanceâs grandparents, aunt, uncle, sister, and, most of all, his mother, struggled profoundly with the demands of their new middle-class life, and were never able to fully escape the legacy of abuse, alcoholism, poverty, and trauma so characteristic of their part of America. Vance piercingly shows how he himself still carries around the demons of their chaotic family history. A deeply moving memoir with its share of humor and vividly colorful figures,   is the story of how upward mobility really feels. And it is an urgent and troubling meditation on the loss of the American dream for a large segment of this country.",Nonfiction ,https://www.goodreads.com//book_link/follow/1?book_id=27161156&source=dropdown
11468377,"Thinking, Fast and Slow","In the highly anticipated  , Kahneman takes us on a groundbreaking tour of the mind and explains the two systems that drive the way we think. System 1 is fast, intuitive, and emotional; System 2 is slower, more deliberative, and more logical. Kahneman exposes the extraordinary capabilitiesâand also the faults and biasesâof fast thinking, and reveals t In the highly anticipated  , Kahneman takes us on a groundbreaking tour of the mind and explains the two systems that drive the way we think. System 1 is fast, intuitive, and emotional; System 2 is slower, more deliberative, and more logical. Kahneman exposes the extraordinary capabilitiesâand also the faults and biasesâof fast thinking, and reveals the pervasive influence of intuitive impressions on our thoughts and behavior. The impact of loss aversion and overconfidence on corporate strategies, the difficulties of predicting what will make us happy in the future, the challenges of properly framing risks at work and at home, the profound effect of cognitive biases on everything from playing the stock market to planning the next vacationâeach of these can be understood only by knowing how the two systems work together to shape our judgments and decisions. Engaging the reader in a lively conversation about how we think, Kahneman reveals where we can and cannot trust our intuitions and how we can tap into the benefits of slow thinking. He offers practical and enlightening insights into how choices are made in both our business and our personal livesâand how we can use different techniques to guard against the mental glitches that often get us into trouble.   will transform the way you think about thinking.",Nonfiction ,https://www.goodreads.com//book_link/follow/17439?book_id=11468377&source=dropdown
21,A Short History of Nearly Everything,"In Bryson's biggest book, he confronts his greatest challenge: to understandâand, if possible, answerâthe oldest, biggest questions we have posed about the universe and ourselves. Taking as territory everything from the Big Bang to the rise of civilization, Bryson seeks to understand how we got from there being nothing at all to there being us. To that end, he has attached In Bryson's biggest book, he confronts his greatest challenge: to understandâand, if possible, answerâthe oldest, biggest questions we have posed about the universe and ourselves. Taking as territory everything from the Big Bang to the rise of civilization, Bryson seeks to understand how we got from there being nothing at all to there being us. To that end, he has attached himself to a host of the worldâs most advanced (and often obsessed) archaeologists, anthropologists, and mathematicians, travelling to their offices, laboratories, and field camps. He has read (or tried to read) their books, pestered them with questions, apprenticed himself to their powerful minds.  is the record of this quest, and it is a sometimes profound, sometimes funny, and always supremely clear and entertaining adventure in the realms of human knowledge, as only Bill Bryson can render it. Science has never been more involving or entertaining.",Nonfiction ,https://www.goodreads.com//book_link/follow/17439?book_id=21&source=dropdown
